PositionX,PositionY,PositionZ
1.347385,1.057165,0.6676559
1.346542,1.059461,0.6698494
1.34326,1.062693,0.6776619
1.337952,1.06877,0.6912003
1.330679,1.078926,0.7056961
1.322264,1.088423,0.7230263
1.313763,1.100183,0.7365379
1.304918,1.109129,0.7442055
1.29649,1.110872,0.7534752
1.286505,1.112771,0.7638474
1.278639,1.116526,0.7724876
1.269894,1.118429,0.7856293
1.262787,1.124096,0.7983551
1.256718,1.129001,0.8076363
1.250124,1.130781,0.8169899
1.245552,1.133285,0.8249397
1.24218,1.134688,0.83424
1.235111,1.137852,0.8469849
1.226545,1.14492,0.8596649
1.218222,1.151069,0.8693695
1.2136,1.155869,0.876503
1.204903,1.154934,0.8896523
1.197977,1.158674,0.909008
1.19313,1.158586,0.9163513
1.187834,1.155167,0.9234657
1.183012,1.153405,0.9308243
1.176619,1.151947,0.9420815
1.167555,1.153642,0.9543648
1.158377,1.159191,0.9624443
1.149925,1.16226,0.9700737
1.140539,1.161733,0.9803276
1.132433,1.160933,0.9900627
1.125025,1.160263,0.9997177
1.118059,1.159365,1.008018
1.108006,1.15471,1.018139
1.102303,1.154821,1.024277
1.095919,1.147328,1.03249
1.08733,1.142715,1.044987
1.079502,1.1416,1.055683
1.071478,1.138996,1.067348
1.062199,1.137974,1.078526
1.052328,1.137869,1.091053
1.041389,1.138528,1.102558
1.031094,1.13663,1.111572
1.022226,1.132861,1.119896
1.013557,1.127644,1.128136
