PositionX,PositionY,PositionZ
0.01461983,0.8258381,0.785923
0.01477051,0.826107,0.7855492
0.01465797,0.8249626,0.7839088
0.01473236,0.8242588,0.7817268
0.0148983,0.8271379,0.7767601
0.01371384,0.8325949,0.7720985
0.01245308,0.8428545,0.7701721
0.009735107,0.85987,0.7719536
0.005437851,0.8797083,0.7768021
0.000749588,0.9089537,0.7765236
-0.003482819,0.9472399,0.763195
-0.00868988,0.9858341,0.7441063
-0.01031685,1.027214,0.7213707
-0.01023293,1.055182,0.704361
-0.009941101,1.096028,0.6754646
-0.008228302,1.135676,0.65065
-0.002786636,1.166865,0.6298866
0.00292778,1.193446,0.6111526
0.009977341,1.224239,0.5910034
0.01597977,1.251784,0.5710411
0.02231979,1.275256,0.5514832
0.0299511,1.297429,0.5334435
0.0334301,1.316864,0.521801
0.03617477,1.335657,0.513916
0.04476738,1.35572,0.4998665
0.05235672,1.376501,0.4888458
0.06217957,1.392477,0.4837151
0.06740761,1.405444,0.4812508
0.07471275,1.417367,0.4798241
0.08225632,1.428803,0.478405
0.08762741,1.438735,0.4765587
0.09277916,1.446714,0.4747162
0.09874725,1.453763,0.4728088
0.1063538,1.459952,0.4702606
0.1141548,1.464445,0.4673882
0.1208477,1.468048,0.4646263
0.1268578,1.472111,0.4621773
0.1332321,1.477136,0.4594498
0.1393223,1.48054,0.4573593
0.1437664,1.483575,0.4551964
0.1478577,1.486381,0.4530029
0.1509495,1.487833,0.4521027
0.1536846,1.489347,0.4511604
0.1557064,1.49099,0.4506035
0.1572323,1.493117,0.4501495
0.158287,1.495623,0.4493828
0.1594067,1.496996,0.4491768
0.1597843,1.497852,0.4484215
0.1596775,1.497421,0.4488945
0.1591244,1.496861,0.4505768
0.1585846,1.497335,0.4521751
0.1583767,1.497976,0.4537811
0.1583996,1.49856,0.4557495
0.1574249,1.499969,0.4565506
0.1554985,1.501429,0.4570351
0.1533051,1.50233,0.4568062
0.1506519,1.503813,0.4581451
0.1474438,1.505675,0.4602165
0.1443291,1.507133,0.4616852
0.1407585,1.507819,0.462513
0.1372414,1.508199,0.4647484
0.1338329,1.508684,0.4670868
0.1312828,1.508471,0.4690857
0.128376,1.507665,0.4706154
0.1251087,1.506252,0.472187
0.1225471,1.505306,0.4744835
