PositionX,PositionY,PositionZ
-0.2342567,1.389611,0.001182556
-0.2326241,1.389497,-0.002796173
-0.2304153,1.389489,-0.005432129
-0.2290916,1.389791,-0.006362915
-0.2264824,1.389001,-0.008842468
-0.2252502,1.3882,-0.009708405
-0.224369,1.388082,-0.01072311
-0.2247086,1.38783,-0.01008224
-0.225174,1.387861,-0.01048279
-0.2258453,1.387113,-0.01017761
-0.2270126,1.385785,-0.009822845
-0.2281189,1.384465,-0.009803772
-0.2293358,1.382975,-0.01003265
-0.2308846,1.382288,-0.01004028
-0.2329521,1.380677,-0.0100441
-0.234417,1.379971,-0.01005173
-0.2369843,1.378655,-0.01062012
-0.2394676,1.377172,-0.01002502
-0.2399979,1.377024,-0.009822845
-0.2405319,1.376496,-0.008968353
-0.2412796,1.375826,-0.00819397
-0.2425804,1.375671,-0.00750351
-0.2434044,1.375422,-0.006221771
-0.2437439,1.375207,-0.004699707
-0.2438622,1.374814,-0.003311157
-0.2435341,1.372581,-0.002376556
-0.2443771,1.372535,3.05E-05
-0.2451782,1.372381,0.002254486
-0.2450485,1.372508,0.003303528
-0.246376,1.371764,0.005054474
-0.2467957,1.370736,0.00623703
-0.2464943,1.371284,0.00717926
-0.2459946,1.371632,0.007949829
-0.2455482,1.372236,0.008640289
-0.2451439,1.372986,0.009643555
-0.2438354,1.374787,0.01174545
-0.2433167,1.375596,0.01220322
-0.2430191,1.376283,0.01226807
-0.2426949,1.377245,0.01261902
-0.2423286,1.378365,0.01310349
-0.2418404,1.379324,0.01395798
-0.2414513,1.380216,0.01515579
-0.2415352,1.380991,0.01631927
-0.2418861,1.381479,0.01760101
-0.2424583,1.381822,0.01917648
-0.243,1.381769,0.02065277
-0.2431297,1.382755,0.02192688
-0.2435532,1.382528,0.02299118
-0.2431602,1.384466,0.02554703
-0.2433052,1.385766,0.0278244
-0.2435341,1.387224,0.03049088
-0.2429123,1.388809,0.03312302
-0.2429886,1.390224,0.03513718
-0.2443161,1.391617,0.03697205
-0.2464828,1.391811,0.03860474
-0.2482033,1.391322,0.04011917
-0.2490311,1.390878,0.04124451
-0.2497597,1.390622,0.04239655
-0.2505531,1.390823,0.04394531
-0.2510643,1.390835,0.04540634
-0.2505493,1.391015,0.04620743
-0.2485733,1.391236,0.0459137
-0.2467041,1.390566,0.04547882
-0.2381287,1.386603,0.04577255
-0.2404976,1.388809,0.04491425
-0.2349777,1.388567,0.04313278
-0.2284279,1.386837,0.04242706
-0.2223663,1.387057,0.03862762
-0.2184029,1.387547,0.03658676
-0.2166977,1.388729,0.03799438
-0.2061653,1.381134,0.04563141
-0.2026596,1.37725,0.04836655
-0.2019119,1.380676,0.04974747
-0.1997643,1.385839,0.04790115
-0.1971397,1.388307,0.04595947
-0.1967545,1.388669,0.04182816
-0.1971703,1.393019,0.03895569
-0.1986275,1.399515,0.03637695
-0.1953506,1.402412,0.03088379
-0.1826363,1.40576,0.02111053
-0.1804237,1.407138,0.01575851
-0.1785355,1.4086,0.01116562
-0.178936,1.410419,0.005702972
-0.1768036,1.412448,0.003078461
-0.1735077,1.409176,0.000366211
-0.1731682,1.404495,-0.004486084
-0.1702118,1.398601,-0.01156616
-0.1668243,1.395252,-0.03194046
-0.1645432,1.394615,-0.03728867
-0.1628723,1.394213,-0.04188156
-0.1678047,1.383559,-0.1404839
-0.1694603,1.384131,-0.1389236
-0.1706352,1.381899,-0.1382828
-0.1712608,1.378503,-0.1375504
-0.1719475,1.375381,-0.1362724
-0.1725922,1.37345,-0.1320457
-0.1727562,1.370406,-0.1297112
-0.1717148,1.366371,-0.1255188
-0.1692162,1.366908,-0.121624
-0.1613235,1.374256,-0.1119499
-0.158577,1.375015,-0.1079521
-0.1558838,1.376137,-0.1037483
-0.152401,1.376229,-0.1000023
-0.1484528,1.376479,-0.09295654
-0.1444244,1.373282,-0.08439255
-0.1448135,1.374812,-0.07490158
-0.1463184,1.375027,-0.06628418
-0.1494713,1.374457,-0.06208038
-0.150528,1.375791,-0.06451416
-0.1500931,1.377503,-0.06711197
-0.1508598,1.374919,-0.0704689
-0.1520691,1.375227,-0.07524872
-0.1527977,1.376007,-0.08159637
-0.1526566,1.375978,-0.08794022
-0.1518478,1.373447,-0.09470367
-0.1515274,1.373097,-0.09866714
-0.1508255,1.372931,-0.1021919
-0.1507187,1.372622,-0.106102
-0.1505814,1.372083,-0.1098099
-0.1514168,1.370869,-0.1146736
-0.1532097,1.370544,-0.1193314
-0.1552315,1.371987,-0.1235657
-0.1574364,1.375766,-0.1273689
-0.1594238,1.377687,-0.1302147
-0.1616707,1.38065,-0.1331902
-0.1639099,1.38321,-0.1366196
-0.166008,1.381721,-0.1392441
-0.1684494,1.376514,-0.1416016
-0.1708984,1.365557,-0.1444702
-0.1716576,1.359736,-0.1477776
-0.1718712,1.368224,-0.1512299
-0.172821,1.370842,-0.1542053
-0.1748009,1.36961,-0.1569557
-0.1775513,1.378867,-0.1597176
-0.1796608,1.381528,-0.1625938
-0.1813469,1.378288,-0.1655922
-0.182209,1.367867,-0.1689911
-0.184166,1.3608,-0.1715889
-0.1859779,1.358769,-0.1742935
-0.1863823,1.355935,-0.1777649
-0.1871681,1.355131,-0.1811562
-0.187542,1.354684,-0.1846008
-0.1883202,1.357696,-0.1878777
-0.1894531,1.358096,-0.1906509
-0.1895142,1.351928,-0.1968346
-0.1902885,1.348974,-0.1996193
-0.1919823,1.346152,-0.2031441
-0.194191,1.347508,-0.2065201
-0.1963806,1.350384,-0.2098045
-0.1977501,1.351833,-0.2130661
-0.1986504,1.353554,-0.2168159
-0.1992264,1.355146,-0.2208595
-0.1996956,1.356405,-0.225853
-0.2000923,1.357713,-0.2317543
-0.1994972,1.357958,-0.237854
-0.1983986,1.356655,-0.2442131
-0.1966438,1.355086,-0.2521019
