PositionX,PositionY,PositionZ
-0.6111488,1.30028,0.6903152
-0.6195755,1.303758,0.7080307
-0.6248131,1.306797,0.7185326
-0.6335869,1.310196,0.7375298
-0.6418304,1.312424,0.7582893
-0.6576271,1.30544,0.7873955
-0.6661491,1.30907,0.810627
-0.6761322,1.316278,0.8362007
-0.6878319,1.316958,0.8608818
-0.6939354,1.315937,0.8782387
-0.6994362,1.316884,0.8919106
-0.7045212,1.317336,0.906105
-0.7075462,1.321438,0.9185562
-0.7091255,1.322977,0.9286232
-0.7217216,1.317126,0.9515114
-0.7280464,1.3276,0.970871
-0.7451859,1.334898,1.007961
-0.7501793,1.335357,1.018932
-0.7555885,1.335861,1.029335
-0.764595,1.330197,1.049408
-0.7722435,1.332062,1.06094
-0.7802238,1.334141,1.07486
-0.786972,1.336216,1.08643
-0.8061562,1.341069,1.111008
-0.8204842,1.338018,1.131138
