PositionX,PositionY,PositionZ
-0.7121925,1.252596,0.6471062
-0.7243576,1.254632,0.6641273
-0.7365646,1.256236,0.6795692
-0.7480965,1.259027,0.6940727
-0.7581177,1.260549,0.7083473
-0.7671623,1.26298,0.7230988
-0.7752686,1.265199,0.7362976
-0.7948723,1.270946,0.7667923
-0.8018379,1.27422,0.7795486
-0.8080978,1.277787,0.7936363
-0.8149872,1.279631,0.8074875
-0.8209,1.281477,0.8205452
-0.8257523,1.281979,0.8328514
-0.8313141,1.282442,0.8464088
-0.8370171,1.283392,0.8608551
-0.8420601,1.284568,0.8742104
-0.8467064,1.284289,0.8875961
-0.8518219,1.285092,0.9014168
-0.8578072,1.284982,0.9146156
-0.863224,1.287473,0.9253006
-0.869442,1.286993,0.9360504
-0.8758202,1.289382,0.9481964
-0.8794975,1.295391,0.9576569
-0.8827477,1.295894,0.9664383
-0.8827705,1.297327,0.9718361
-0.8851395,1.293897,0.9793625
-0.8876991,1.296198,0.9852028
-0.8886757,1.295696,0.9886894
-0.8903351,1.292808,0.9930573
-0.8906326,1.289724,0.995739
-0.8927536,1.287041,1.001007
-0.8959084,1.291711,1.008308
-0.8970146,1.293525,1.011719
-0.8987923,1.292368,1.017853
-0.8994942,1.292013,1.023369
-0.9011002,1.291033,1.031025
-0.9017715,1.290408,1.039375
-0.9016991,1.287958,1.050426
-0.9027748,1.286753,1.063202
-0.9037628,1.287285,1.075592
-0.9044876,1.285599,1.087608
-0.9071732,1.284324,1.102013
-0.9101524,1.28493,1.116249
-0.9139824,1.284628,1.131294
-0.9180717,1.286339,1.145966
-0.9218178,1.286599,1.160721
-0.9248047,1.287271,1.175106
-0.9287834,1.287176,1.191738
-0.9347343,1.289276,1.213642
-0.9377937,1.289787,1.226391
-0.9417191,1.289623,1.241318
-0.9449959,1.288603,1.257561
-0.948307,1.287801,1.274223
