PositionX,PositionY,PositionZ
0.1368332,1.325354,1.222218
0.1436195,1.325004,1.232628
0.1469173,1.327314,1.248631
0.149044,1.333918,1.269184
0.1505909,1.336548,1.282871
0.1534863,1.340174,1.300205
0.1566906,1.344726,1.318188
0.1583366,1.349527,1.335609
0.1606712,1.353377,1.354401
0.1626854,1.357661,1.37149
0.1665192,1.365165,1.402893
0.1688786,1.370058,1.417393
0.1703358,1.37357,1.432468
0.1722431,1.380737,1.455326
0.1714153,1.393846,1.472923
0.1711197,1.397288,1.481018
0.1753311,1.389449,1.485397
0.1807766,1.379164,1.49678
0.1833687,1.377601,1.516396
0.1815414,1.392837,1.543369
0.1829586,1.394761,1.555515
0.183794,1.396421,1.566895
0.1852093,1.395755,1.577972
0.1872711,1.396261,1.589516
0.1888714,1.397207,1.599812
0.1908913,1.397245,1.611145
0.1928883,1.397609,1.6222
0.1992359,1.396917,1.643505
0.2024384,1.398579,1.654663
0.2056103,1.400619,1.665909
0.2093601,1.403204,1.677357
0.2130547,1.40617,1.688622
0.2168655,1.408699,1.699505
0.2228947,1.409676,1.7099
0.2278595,1.410367,1.720955
0.2346287,1.410176,1.730656
0.2422428,1.409678,1.738964
0.2513123,1.409751,1.748825
0.2598,1.412043,1.758316
0.2678947,1.412796,1.767277
0.2758656,1.412197,1.776569
0.2827492,1.411176,1.786369
0.2889042,1.410532,1.796738
0.2955952,1.409986,1.807175
0.3039799,1.410021,1.818367
0.3109646,1.410905,1.829029
0.3173161,1.410155,1.840427
0.3236809,1.409316,1.853458
0.3305073,1.408863,1.865993
0.3386536,1.408848,1.876125
0.3461552,1.407575,1.882698
0.3524933,1.405482,1.88868
0.3610058,1.403776,1.901875
0.366787,1.414224,1.92086
0.3660774,1.420322,1.925621
0.3677921,1.410304,1.927448
0.3792229,1.396377,1.941441
0.3898525,1.399041,1.964802
0.3891907,1.41238,1.977196
0.3893852,1.412029,1.984325
