PositionX,PositionY,PositionZ
0.279377,1.298182,1.207214
0.284935,1.295077,1.23138
0.2879868,1.29783,1.251045
0.2890568,1.297489,1.26775
0.2917957,1.294451,1.286156
0.2940598,1.293783,1.30442
0.2957687,1.294255,1.320465
0.2979088,1.293352,1.338039
0.2997437,1.292149,1.354877
0.302702,1.289785,1.372143
0.3072128,1.286685,1.391685
0.3147049,1.286273,1.424793
0.3192921,1.283499,1.440548
0.3235893,1.280504,1.454437
0.327301,1.278911,1.467865
0.3306694,1.276524,1.4795
0.3340778,1.273114,1.491112
0.3374157,1.272097,1.499783
0.3396893,1.269993,1.507011
0.341135,1.268609,1.513325
0.3414669,1.267312,1.51685
0.3410149,1.266333,1.52013
0.3403835,1.267212,1.522453
0.3401356,1.269186,1.523659
0.3407059,1.27133,1.524567
0.3409557,1.272984,1.525337
0.3416595,1.274747,1.526333
0.3426952,1.275943,1.527199
0.3433743,1.277129,1.528374
0.344841,1.277362,1.527996
