PositionX,PositionY,PositionZ
0.05914497,1.332994,1.027283
0.06086159,1.332162,1.066593
0.06122017,1.331818,1.095646
0.06103897,1.331926,1.105049
0.06085014,1.332146,1.114552
0.06040764,1.332517,1.125015
0.06008148,1.331981,1.134846
0.05935287,1.329537,1.146133
0.0591507,1.327166,1.159943
0.06290627,1.327393,1.179871
0.06361771,1.327632,1.190678
0.06445122,1.327848,1.202049
0.06707191,1.32693,1.213318
0.07004547,1.325991,1.233543
0.07138824,1.324366,1.244293
0.07242584,1.323239,1.254822
0.07275009,1.323269,1.265388
0.07531548,1.325486,1.286171
0.07555008,1.327899,1.296921
0.07625961,1.331845,1.309227
0.07670784,1.336807,1.316593
0.07682037,1.338252,1.325974
0.07897568,1.339062,1.335529
0.08234406,1.339243,1.346001
0.08346748,1.339884,1.352051
0.08599472,1.341822,1.369167
0.08897972,1.340087,1.377697
0.09170723,1.339105,1.385719
0.09346771,1.340113,1.394951
0.09336662,1.342773,1.404312
0.09282875,1.344317,1.412003
0.09222031,1.344509,1.419319
0.09240723,1.344333,1.428345
0.09204292,1.345057,1.439377
0.08948898,1.347463,1.45697
0.0882988,1.346301,1.465481
0.0869751,1.34539,1.473816
0.08522797,1.345303,1.484375
0.08277512,1.344967,1.496536
0.08199501,1.3463,1.507153
0.08178711,1.348061,1.518318
0.08252525,1.349783,1.531757
0.0838604,1.34707,1.554726
0.08424568,1.346007,1.565937
0.08453941,1.344749,1.57859
0.08498764,1.343843,1.589882
0.08365631,1.342386,1.602501
0.08302689,1.340883,1.613476
0.08203506,1.339859,1.625534
0.0814991,1.337728,1.637627
0.07943344,1.33405,1.64782
0.07261276,1.326886,1.669495
0.07000542,1.325742,1.681103
0.06735611,1.32433,1.694187
0.06278992,1.324859,1.709564
0.05911636,1.328433,1.721859
0.05653954,1.328513,1.733704
0.05416489,1.328961,1.747471
0.05225372,1.331356,1.760273
0.05005836,1.333546,1.773247
0.04592705,1.341403,1.801373
0.04297256,1.3422,1.816818
0.04058647,1.338587,1.834492
0.03918266,1.338968,1.84362
0.03718376,1.341541,1.854031
