PositionX,PositionY,PositionZ
0.09683228,1.315807,1.413185
0.1071568,1.307536,1.445263
0.1125603,1.312977,1.459469
0.1163235,1.317727,1.471664
0.1207943,1.323009,1.481155
0.1256542,1.326632,1.490463
0.1323376,1.330594,1.500877
0.138998,1.337372,1.511818
0.1457539,1.344505,1.521385
0.1530838,1.348287,1.531204
0.1585484,1.35043,1.54018
0.1630745,1.352526,1.549107
0.1679783,1.353834,1.558563
0.1739883,1.355028,1.569118
0.1786919,1.356181,1.580498
0.1825924,1.356816,1.591583
0.1860027,1.357731,1.60215
0.190279,1.357475,1.613438
0.1990623,1.359426,1.635815
0.2030029,1.361545,1.647015
0.2073097,1.362798,1.659378
0.2125778,1.363275,1.673359
0.2179089,1.363816,1.688187
0.2221355,1.364698,1.70216
0.2256393,1.365367,1.717655
0.2281094,1.366054,1.732899
0.2345123,1.368622,1.763348
0.2386627,1.376002,1.780819
0.2425385,1.381452,1.795006
0.247364,1.37932,1.803555
0.2521496,1.375783,1.812088
0.2588997,1.368471,1.824604
0.2673035,1.367711,1.840897
0.2742672,1.37494,1.856026
0.2812347,1.376493,1.866444
0.2907829,1.382809,1.882694
0.2965927,1.382729,1.89399
0.3021355,1.382469,1.904938
0.3086643,1.381046,1.91441
0.315609,1.380699,1.923637
0.3214722,1.380104,1.930305
0.3274536,1.37812,1.935146
0.3352413,1.376922,1.940815
0.3483086,1.373987,1.952583
0.3533764,1.374264,1.96027
0.3574562,1.374119,1.968563
0.361784,1.375842,1.979523
0.365593,1.377202,1.989964
0.3694096,1.378765,1.999306
0.3741646,1.381131,2.009628
0.3775482,1.38308,2.019627
0.3794384,1.382651,2.027611
0.3824997,1.380577,2.043457
0.3840332,1.379696,2.053497
0.3858776,1.378485,2.063511
0.3873062,1.377864,2.073399
0.3892479,1.376869,2.082306
0.3923893,1.377044,2.093369
0.393755,1.377357,2.102402
0.3949471,1.37677,2.111507
0.4005299,1.372754,2.130817
0.4041595,1.371304,2.139595
