PositionX,PositionY,PositionZ
1.352797,1.298014,1.444908
1.336079,1.298908,1.447094
1.316391,1.299914,1.449142
1.297455,1.299016,1.450111
1.264023,1.299545,1.449928
1.248686,1.30082,1.44981
1.230965,1.303041,1.449753
1.213816,1.305718,1.450203
1.197712,1.309111,1.449539
1.182184,1.312081,1.449558
1.166477,1.315066,1.449501
1.151297,1.318149,1.449337
1.120413,1.325933,1.449966
1.104923,1.330263,1.450993
1.088778,1.332937,1.453072
1.071165,1.336493,1.456707
1.060537,1.340427,1.460171
1.043777,1.33856,1.463455
1.027403,1.341223,1.466248
1.015623,1.342771,1.467175
1.000782,1.340992,1.467758
0.9724407,1.343247,1.469051
0.9590778,1.346875,1.470448
0.9451637,1.350312,1.472485
0.9333496,1.352588,1.473965
0.9220695,1.355147,1.475502
0.9095631,1.357021,1.47699
0.8985558,1.359963,1.478046
0.8860855,1.36098,1.478607
0.8735218,1.362335,1.479122
0.8492241,1.364483,1.480179
0.8366413,1.365499,1.481396
0.8241882,1.365657,1.481865
0.8113613,1.36711,1.481346
0.7976952,1.369376,1.480255
0.7841873,1.370988,1.478985
0.7711277,1.372053,1.477699
0.7578735,1.370644,1.477077
0.7449265,1.368633,1.476593
0.7320919,1.365813,1.47578
0.7182903,1.362194,1.474697
0.705183,1.358688,1.473854
0.6919422,1.356184,1.472904
0.6785946,1.353406,1.472076
0.6650543,1.351514,1.471729
