PositionX,PositionY,PositionZ
0.02262688,1.325828,1.547138
0.02568054,1.323272,1.561188
0.02762413,1.311095,1.581978
0.03989029,1.304974,1.623676
0.05094337,1.304075,1.661091
0.06298256,1.301409,1.704559
0.07463837,1.300035,1.74408
0.08212852,1.305521,1.770138
0.08600998,1.304663,1.808056
0.09003448,1.299555,1.85181
0.09556961,1.290191,1.870399
0.09815598,1.305094,1.887718
0.1000004,1.321376,1.904835
0.09928894,1.32063,1.953854
0.1022491,1.320761,1.968025
0.105917,1.320729,1.983021
0.1079578,1.319823,2.014694
0.1070786,1.329202,2.022533
0.1089611,1.324387,2.05265
0.1109104,1.332714,2.061008
0.1204414,1.319713,2.094597
0.1221867,1.317472,2.142342
0.1276951,1.320119,2.170387
0.1270466,1.322059,2.185638
0.1256847,1.323263,2.198982
0.1248741,1.31728,2.218216
0.1217747,1.323633,2.240646
0.1182919,1.331336,2.248215
0.1166935,1.322645,2.260525
0.1107998,1.304766,2.278843
0.1082802,1.310598,2.30674
0.1102047,1.296309,2.308895
0.111721,1.276836,2.310738
0.1071148,1.273792,2.319542
0.09769821,1.273992,2.32394
0.09734154,1.297463,2.387978
0.09975052,1.290488,2.35342
0.1012802,1.304103,2.375206
0.1033154,1.319608,2.395325
0.1113853,1.317762,2.389812
0.1227131,1.309198,2.399235
0.1063099,1.341728,2.408478
0.1015511,1.345185,2.410908
0.09703255,1.345465,2.410744
0.09415627,1.351155,2.403385
0.09475517,1.351584,2.402802
0.09484482,1.351482,2.400349
0.09195137,1.353744,2.391819
0.08815384,1.358812,2.374653
0.05964279,1.360991,2.37775
0.047369,1.385056,2.364586
0.03316116,1.386735,2.335114
0.02366829,1.404515,2.337486
0.01646614,1.40595,2.327053
0.006765366,1.404557,2.312851
0.001077652,1.400742,2.30814
0.005306244,1.387985,2.306534
0.003959656,1.394536,2.300941
0.003643036,1.390939,2.295277
0.005887985,1.386275,2.294697
0.01062012,1.386153,2.319679
0.01057625,1.384647,2.334118
0.01189232,1.391168,2.339901
0.01410103,1.395116,2.34486
0.01382256,1.397532,2.350388
0.01395416,1.393898,2.373211
0.01491928,1.404746,2.373016
0.01791191,1.416088,2.408936
0.01612854,1.426918,2.405502
0.01954079,1.42149,2.439091
0.02188301,1.420183,2.447342
0.02447891,1.41109,2.46727
0.02318001,1.40134,2.483791
0.0239048,1.393395,2.496227
0.02494049,1.390673,2.517059
0.02483177,1.392062,2.534096
0.02613068,1.3952,2.55265
0.02689362,1.400084,2.574032
0.02589989,1.40125,2.589077
0.02673149,1.398048,2.602612
0.0293026,1.388685,2.616978
0.03222847,1.385308,2.657825
0.03419876,1.382686,2.693874
0.02936363,1.381789,2.705204
0.02538681,1.38061,2.716961
0.02289391,1.378984,2.732895
0.02502632,1.376441,2.745438
0.0221653,1.376827,2.765755
0.01648521,1.380217,2.794243
0.01639938,1.380458,2.810238
0.01659966,1.38313,2.828979
0.009082794,1.384811,2.862949
0.005970001,1.385068,2.870567
0.002967834,1.385008,2.880527
0.000894547,1.387383,2.893459
-0.004615784,1.398853,2.905392
-0.01425552,1.405687,2.911686
-0.02541351,1.40481,2.921776
-0.03200531,1.407455,2.93166
-0.03986168,1.410214,2.94276
-0.04528236,1.413841,2.950382
-0.04850578,1.41446,2.950783
-0.07417107,1.418312,2.982895
-0.07321739,1.419772,2.980366
-0.07254982,1.424827,2.978558
-0.09214211,1.436988,2.987171
-0.09384918,1.440812,2.97987
-0.09514999,1.442811,2.972416
-0.0989933,1.449233,2.978558
-0.1110897,1.469373,2.95845
-0.1130505,1.461678,2.934235
-0.1122017,1.441857,2.93314
-0.1345863,1.459353,2.907207
-0.1422253,1.469632,2.887794
-0.14855,1.465009,2.869576
